months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,offer,internet_type
64,0,41,0,1,0,0,1,Month-to-Month,1,76.0199005,2,1,None,internet_type_Fiber Optic
56,1,16,0,1,1,0,1,Month-to-Month,1,107.1641791,2,1,None,internet_type_Fiber Optic
50,1,15,0,0,0,0,1,Month-to-Month,0,76.91542289,1,1,None,internet_type_Fiber Optic
44,1,23,0,0,0,0,1,Month-to-Month,1,95.2238806,1,1,None,internet_type_Fiber Optic
4,1,17,1,0,0,0,1,Month-to-Month,1,102.0895522,2,1,None,internet_type_Fiber Optic
16,0,19,0,0,0,1,0,Month-to-Month,1,32.68656716,3,1,None,internet_type_DSL
42,1,16,0,0,1,0,1,Month-to-Month,0,81.44278607,3,1,None,internet_type_Fiber Optic
60,0,13,0,1,1,0,1,Month-to-Month,1,101.4925373,1,1,None,internet_type_Fiber Optic
38,1,26,1,1,0,0,1,Month-to-Month,1,95.87064677,1,1,None,internet_type_Fiber Optic
31,0,30,0,0,0,0,1,Month-to-Month,1,35.5721393,1,1,None,internet_type_DSL
60,1,23,0,0,0,0,1,Month-to-Month,1,85.87064677,2,1,None,internet_type_Fiber Optic
64,1,29,0,0,0,1,1,Month-to-Month,1,80.94527363,1,1,None,internet_type_Fiber Optic
65,0,18,0,0,0,0,1,Month-to-Month,0,90.54726368,1,1,None,internet_type_Fiber Optic
15,0,7,0,0,0,0,1,Month-to-Month,1,56.86567164,1,1,None,internet_type_DSL
57,0,19,0,1,0,1,0,Month-to-Month,0,56.71641791,2,1,None,internet_type_DSL
62,1,7,0,0,0,0,1,Month-to-Month,1,86.3681592,3,1,None,internet_type_Fiber Optic
47,0,59,1,1,1,1,1,Month-to-Month,1,44.87562189,2,1,None,None
65,1,12,0,0,0,0,1,One-Year,1,49.95024876,2,1,None,internet_type_DSL
29,0,6,0,0,0,0,1,Month-to-Month,1,80.99502488,2,1,None,internet_type_Fiber Optic
50,1,12,0,0,0,0,1,Month-to-Month,0,85.92039801,2,1,None,internet_type_Fiber Optic
8,1,11,0,1,1,1,0,Two-Year,1,109.9004975,1,1,offer_Offer A,internet_type_Fiber Optic
47,0,26,0,1,0,0,1,Month-to-Month,0,31.99004975,2,1,None,internet_type_DSL
39,0,26,0,0,0,0,1,Month-to-Month,1,47.01492537,2,1,None,None
1,0,13,0,1,0,0,1,Month-to-Month,0,85.5721393,2,1,None,internet_type_Fiber Optic
31,0,0,0,0,0,0,0,Month-to-Month,0,21.49253731,3,1,offer_Offer E,internet_type_None
45,0,17,0,0,0,1,1,Month-to-Month,1,86.8159204,2,1,offer_Offer E,internet_type_Fiber Optic
56,1,24,0,0,0,0,0,Month-to-Month,0,76.66666667,2,1,None,internet_type_Fiber Optic
24,1,21,0,0,1,0,1,One-Year,1,57.41293532,2,1,None,internet_type_DSL
29,0,9,0,1,0,0,1,Month-to-Month,1,85.82089552,3,1,None,internet_type_Fiber Optic
30,0,22,1,1,0,0,1,Month-to-Month,0,57.81094527,1,1,offer_Offer E,internet_type_DSL
18,0,23,0,1,0,0,1,Month-to-Month,1,70.14925373,3,1,offer_Offer E,internet_type_DSL
60,0,28,0,0,0,0,0,Month-to-Month,0,79.30348259,2,1,offer_Offer E,internet_type_Fiber Optic
25,1,14,0,1,1,0,1,Month-to-Month,1,106.6666667,3,1,offer_Offer E,internet_type_Fiber Optic
44,1,8,0,0,0,0,1,Month-to-Month,1,88.45771144,1,1,offer_Offer E,internet_type_Fiber Optic
50,0,73,0,0,0,0,1,Month-to-Month,1,55.07462687,1,1,None,internet_type_DSL
64,0,28,0,0,0,0,1,Month-to-Month,1,26.8159204,1,1,None,None
6,0,69,1,0,0,1,1,Month-to-Month,0,55.77114428,1,1,None,internet_type_DSL
54,1,23,0,1,1,0,1,Two-Year,1,104.7263682,3,1,None,internet_type_Fiber Optic
61,1,4,0,1,1,0,1,Month-to-Month,1,85.87064677,2,1,None,internet_type_Fiber Optic
22,0,7,0,1,0,0,1,Month-to-Month,1,32.28855721,2,1,None,internet_type_DSL
55,0,17,0,0,0,0,0,Month-to-Month,1,71.49253731,1,1,None,internet_type_Fiber Optic
51,0,26,0,0,0,0,1,Month-to-Month,1,46.91542289,1,1,None,None
2,0,11,0,0,0,1,1,Month-to-Month,0,31.54228856,2,1,None,None
31,0,0,0,0,0,0,0,Month-to-Month,0,21.54228856,3,1,None,internet_type_None
56,0,17,0,1,0,0,1,Month-to-Month,1,78.10945274,1,1,None,internet_type_Fiber Optic
35,0,25,0,1,0,1,1,Month-to-Month,1,100.4975124,2,1,None,internet_type_Fiber Optic
26,0,26,0,0,0,0,0,Month-to-Month,0,46.56716418,1,1,offer_Offer E,internet_type_DSL
67,0,26,0,0,1,0,1,Month-to-Month,1,51.14427861,1,1,None,internet_type_DSL
2,0,4,0,1,0,0,1,Month-to-Month,1,97.26368159,1,1,None,internet_type_Fiber Optic
33,0,14,1,0,0,0,1,Month-to-Month,0,85.52238806,1,1,None,internet_type_Fiber Optic
9,0,25,1,0,0,0,0,Month-to-Month,1,51.44278607,3,1,None,None
57,0,76,0,1,0,0,1,One-Year,1,70.99502488,2,1,None,internet_type_DSL
5,1,23,0,1,1,0,1,Month-to-Month,1,105.6218905,1,1,None,internet_type_Fiber Optic
27,1,12,0,0,0,0,1,Month-to-Month,1,95.2238806,3,1,offer_Offer E,internet_type_Fiber Optic
16,0,29,0,0,1,0,1,Month-to-Month,0,52.039801,2,1,offer_Offer E,internet_type_DSL
18,1,19,0,0,0,1,1,Month-to-Month,1,76.11940299,3,1,offer_Offer E,None
27,1,24,0,0,0,0,0,Month-to-Month,1,95.5721393,3,1,None,internet_type_Fiber Optic
66,1,21,1,1,0,0,1,One-Year,0,107.8606965,1,1,None,internet_type_Fiber Optic
31,0,0,0,0,0,0,0,Month-to-Month,0,21.84079602,1,1,offer_Offer E,internet_type_None
13,0,28,0,1,1,1,1,Month-to-Month,0,85.2238806,1,1,None,internet_type_Fiber Optic
0,0,51,0,0,0,0,1,Month-to-Month,0,56.71641791,2,1,offer_Offer E,internet_type_DSL
44,0,20,0,1,0,1,0,Month-to-Month,1,79.90049751,1,1,None,internet_type_Fiber Optic
61,1,4,0,0,1,0,1,Month-to-Month,0,88.85572139,3,1,None,internet_type_Fiber Optic
26,0,16,0,0,0,0,1,Month-to-Month,1,72.23880597,1,1,None,internet_type_Fiber Optic
16,1,28,1,0,0,0,1,Month-to-Month,1,83.13432836,1,1,offer_Offer E,internet_type_Fiber Optic
58,0,23,0,0,0,0,1,Month-to-Month,0,69.75124378,2,1,None,internet_type_Fiber Optic
13,0,23,0,0,0,0,1,Month-to-Month,1,80.59701493,1,1,offer_Offer E,internet_type_Fiber Optic
22,1,51,0,0,0,1,1,One-Year,1,102.2885572,3,1,None,internet_type_Fiber Optic
58,0,19,0,0,0,0,1,Month-to-Month,1,70.59701493,1,1,offer_Offer E,internet_type_Fiber Optic
49,1,30,0,1,1,0,1,One-Year,1,104.7761194,3,1,None,internet_type_Fiber Optic
46,1,26,0,1,0,0,1,Month-to-Month,0,79.40298507,2,1,None,internet_type_Fiber Optic
59,0,30,0,0,1,0,0,Month-to-Month,0,31.19402985,3,1,offer_Offer D,internet_type_DSL
55,0,10,1,0,0,0,1,Month-to-Month,1,72.23880597,1,1,None,internet_type_DSL
55,1,53,0,0,0,0,1,Month-to-Month,1,87.06467662,1,1,None,internet_type_Fiber Optic
0,0,21,0,0,0,0,1,Month-to-Month,0,47.91044776,1,1,None,internet_type_DSL
4,1,22,0,1,1,0,0,Month-to-Month,1,107.6119403,2,1,None,internet_type_Fiber Optic
40,0,9,0,0,1,1,1,Month-to-Month,1,90.7960199,1,1,offer_Offer D,internet_type_Fiber Optic
44,1,85,0,0,0,0,1,Month-to-Month,1,75.62189055,1,1,offer_Offer D,internet_type_Fiber Optic
43,1,26,0,0,1,0,1,Month-to-Month,1,100.8457711,3,1,offer_Offer D,internet_type_Fiber Optic
6,0,10,0,0,0,0,1,Month-to-Month,1,45.77114428,1,1,None,internet_type_DSL
28,0,8,0,1,0,1,0,Month-to-Month,1,55.47263682,3,1,offer_Offer D,internet_type_DSL
30,1,27,0,0,0,0,1,Month-to-Month,1,86.86567164,1,1,None,internet_type_Fiber Optic
8,1,22,0,0,0,0,1,Month-to-Month,0,52.43781095,1,1,None,None
36,0,24,0,0,1,0,1,Month-to-Month,0,60.74626866,1,1,None,internet_type_DSL
1,0,18,0,0,1,0,1,Month-to-Month,1,84.62686567,2,1,offer_Offer D,internet_type_Fiber Optic
8,0,58,1,1,0,0,1,Month-to-Month,1,56.46766169,1,1,None,internet_type_DSL
54,1,16,1,0,1,0,1,Month-to-Month,1,105.2238806,1,1,offer_Offer D,internet_type_Fiber Optic
2,0,0,0,0,0,0,0,Month-to-Month,1,20.99502488,1,1,offer_Offer D,internet_type_None
36,1,13,0,0,0,0,1,Month-to-Month,1,76.96517413,1,1,None,internet_type_Fiber Optic
28,0,58,0,0,1,0,1,Month-to-Month,1,75.2238806,1,1,None,internet_type_Fiber Optic
32,1,25,0,0,0,0,1,Month-to-Month,1,97.41293532,1,1,offer_Offer D,None
50,1,51,0,1,0,0,0,Month-to-Month,1,90.34825871,1,1,None,internet_type_Fiber Optic
63,0,30,0,1,0,0,1,Month-to-Month,0,52.28855721,3,1,None,internet_type_DSL
24,0,82,0,0,0,0,1,Month-to-Month,0,54.97512438,2,1,None,internet_type_DSL
30,1,5,0,0,0,0,1,One-Year,1,84.4278607,1,1,None,internet_type_Fiber Optic
67,0,13,1,0,0,0,1,Month-to-Month,0,52.18905473,1,1,None,None
67,0,2,0,0,0,0,1,Month-to-Month,1,90.89552239,3,1,offer_Offer D,internet_type_Fiber Optic
54,0,25,0,0,0,0,0,Month-to-Month,1,71.29353234,2,1,None,internet_type_Fiber Optic
17,1,23,0,0,1,0,1,Month-to-Month,1,102.3880597,1,1,None,internet_type_Fiber Optic
37,1,20,0,0,0,0,1,Month-to-Month,1,96.06965174,1,1,offer_Offer D,internet_type_Fiber Optic
50,0,21,0,0,0,1,1,Month-to-Month,0,62.98507463,2,1,None,internet_type_DSL
67,0,48,0,0,0,0,1,Month-to-Month,1,91.94029851,1,1,offer_Offer E,internet_type_Fiber Optic
29,0,22,0,0,0,0,0,Month-to-Month,1,90.19900498,2,1,None,internet_type_Fiber Optic
55,1,26,0,0,0,0,1,Month-to-Month,1,86.61691542,1,1,offer_Offer E,internet_type_Fiber Optic
52,1,21,0,0,1,1,1,Month-to-Month,1,107.4626866,1,1,None,internet_type_Fiber Optic
55,0,20,0,0,0,0,1,Month-to-Month,1,46.91542289,2,1,offer_Offer E,None
38,1,15,0,0,0,0,1,Month-to-Month,1,74.72636816,1,1,None,internet_type_Fiber Optic
62,0,20,0,0,1,0,1,Month-to-Month,1,52.63681592,1,1,offer_Offer E,internet_type_DSL
1,1,5,0,0,0,0,0,Month-to-Month,1,86.76616915,3,1,offer_Offer E,internet_type_Fiber Optic
53,0,11,1,0,0,0,1,Month-to-Month,1,76.66666667,1,1,None,internet_type_Fiber Optic
21,0,0,0,0,0,0,0,Month-to-Month,0,22.63681592,3,1,offer_Offer E,internet_type_None
27,0,41,0,0,0,0,1,Month-to-Month,1,44.92537313,3,1,offer_Offer E,internet_type_DSL
3,0,26,1,1,1,1,1,One-Year,1,110.7960199,2,1,None,internet_type_Fiber Optic
59,1,3,0,0,0,0,1,Month-to-Month,1,76.06965174,1,1,offer_Offer E,internet_type_Fiber Optic
65,0,0,0,0,0,0,0,Month-to-Month,1,21.44278607,1,1,offer_Offer D,internet_type_None
1,0,48,0,0,1,0,1,Month-to-Month,1,60.99502488,1,1,offer_Offer D,internet_type_DSL
51,0,71,1,1,0,1,1,One-Year,1,106.5174129,2,1,None,internet_type_Fiber Optic
63,0,5,0,0,0,0,1,Month-to-Month,1,46.76616915,2,1,None,None
51,1,17,0,1,1,0,0,Month-to-Month,0,95.17412935,1,1,None,internet_type_Fiber Optic
27,0,26,0,0,0,1,1,Month-to-Month,1,97.56218905,3,1,None,internet_type_Fiber Optic
36,0,52,0,0,0,0,1,Month-to-Month,1,81.04477612,2,1,offer_Offer E,internet_type_Fiber Optic
16,1,25,0,0,0,0,1,Month-to-Month,1,86.66666667,2,1,offer_Offer D,internet_type_Fiber Optic
52,1,22,0,0,0,1,1,Month-to-Month,1,81.94029851,3,1,None,internet_type_Fiber Optic
51,0,3,0,1,0,0,1,Month-to-Month,1,52.33830846,2,1,offer_Offer E,internet_type_DSL
65,0,3,0,1,0,1,0,Month-to-Month,1,91.04477612,1,1,offer_Offer D,internet_type_Fiber Optic
41,0,85,0,1,0,1,1,One-Year,1,66.91542289,1,1,None,None
54,0,11,0,0,1,1,1,Month-to-Month,1,74.37810945,1,1,None,None
49,0,59,1,0,1,1,1,Month-to-Month,0,41.64179104,1,1,None,None
49,0,16,1,1,0,1,1,Month-to-Month,1,87.66169154,2,1,None,internet_type_Fiber Optic
16,0,22,0,0,0,0,1,Month-to-Month,1,47.26368159,2,1,None,None
16,0,85,0,0,0,0,0,Month-to-Month,1,71.5920398,1,1,None,internet_type_Fiber Optic
44,0,52,1,1,0,0,1,Month-to-Month,0,56.91542289,2,1,None,internet_type_DSL
42,0,16,0,0,0,0,1,Month-to-Month,0,47.46268657,1,1,None,None
9,1,5,0,0,0,0,1,Month-to-Month,0,76.71641791,3,1,offer_Offer C,internet_type_Fiber Optic
14,1,47,0,0,1,0,1,Month-to-Month,1,101.4925373,2,1,offer_Offer D,internet_type_Fiber Optic
57,0,52,0,0,0,0,1,Month-to-Month,1,26.11940299,3,1,None,internet_type_DSL
11,0,0,0,0,0,0,0,Month-to-Month,0,22.68656716,1,1,None,internet_type_None
65,0,0,0,0,0,0,0,Month-to-Month,0,21.99004975,1,1,None,internet_type_None
19,0,2,0,0,0,0,1,Month-to-Month,0,46.76616915,1,1,None,internet_type_DSL
21,1,17,0,0,0,0,1,Month-to-Month,1,85.82089552,1,1,None,internet_type_Fiber Optic
48,1,8,0,0,0,0,1,Month-to-Month,1,76.56716418,2,1,None,internet_type_Fiber Optic
46,1,12,0,0,0,0,1,One-Year,1,71.64179104,3,1,None,internet_type_DSL
16,1,16,0,1,0,0,1,Month-to-Month,1,103.0845771,2,1,None,internet_type_Fiber Optic
11,0,18,0,0,0,0,0,Month-to-Month,0,47.41293532,1,1,offer_Offer E,internet_type_DSL
41,0,0,0,0,0,0,0,Month-to-Month,1,21.84079602,3,1,offer_Offer E,internet_type_None
41,0,26,0,0,0,1,1,Month-to-Month,0,42.28855721,1,1,offer_Offer E,internet_type_DSL
15,0,18,0,0,0,0,1,Month-to-Month,1,70.59701493,1,1,offer_Offer E,internet_type_Fiber Optic
43,1,48,0,0,0,0,1,Month-to-Month,1,76.46766169,2,1,offer_Offer D,internet_type_Fiber Optic
13,0,20,0,1,0,1,1,One-Year,0,101.3432836,2,1,None,internet_type_Fiber Optic
58,0,52,0,1,1,0,1,Month-to-Month,1,55.72139303,1,1,offer_Offer C,internet_type_DSL
28,1,28,1,0,1,1,1,Two-Year,1,110.0497512,1,1,None,internet_type_Fiber Optic
38,0,28,0,0,0,1,1,Month-to-Month,1,50.74626866,1,1,offer_Offer E,internet_type_DSL
38,0,0,0,0,0,0,0,Month-to-Month,1,21.14427861,2,1,None,internet_type_None
31,1,10,0,1,0,0,1,Month-to-Month,1,103.3333333,1,1,None,internet_type_Fiber Optic
18,0,0,0,0,0,0,0,Month-to-Month,0,22.3880597,2,1,offer_Offer E,internet_type_None
12,0,27,0,0,0,0,1,Month-to-Month,1,72.28855721,3,1,offer_Offer E,internet_type_Fiber Optic
20,1,18,0,0,0,1,1,Month-to-Month,1,90.44776119,3,1,None,internet_type_Fiber Optic
38,1,13,0,0,0,0,1,Month-to-Month,1,97.960199,1,1,offer_Offer E,internet_type_Fiber Optic
14,1,25,0,1,1,0,1,Month-to-Month,1,105.8208955,1,1,None,internet_type_Fiber Optic
51,1,2,0,0,0,0,0,Month-to-Month,1,52.18905473,2,1,offer_Offer E,None
29,0,27,1,0,0,0,1,Month-to-Month,0,50.94527363,1,1,offer_Offer E,internet_type_DSL
16,0,69,0,1,0,0,1,Month-to-Month,1,95.62189055,3,1,offer_Offer E,internet_type_Fiber Optic
34,0,13,0,0,0,0,1,Month-to-Month,1,70.44776119,2,1,offer_Offer E,internet_type_Fiber Optic
13,1,29,0,0,0,0,1,Month-to-Month,1,77.51243781,1,1,None,internet_type_Fiber Optic
52,0,2,0,0,0,0,1,Month-to-Month,1,26.16915423,3,1,None,None
54,1,17,0,0,1,0,0,Month-to-Month,1,90.74626866,1,1,None,internet_type_Fiber Optic
27,0,13,0,0,0,0,1,Month-to-Month,1,81.79104478,1,1,None,internet_type_Fiber Optic
32,0,52,0,0,0,0,1,Month-to-Month,1,80.49751244,1,1,None,internet_type_Fiber Optic
53,0,5,1,0,0,0,1,Month-to-Month,1,96.3681592,1,1,None,None
53,0,73,0,0,0,0,1,Month-to-Month,0,26.91542289,2,1,None,internet_type_DSL
8,0,9,1,1,1,1,1,Two-Year,0,111.0447761,2,1,None,internet_type_Fiber Optic
8,0,0,0,0,0,0,0,One-Year,0,21.04477612,3,1,None,internet_type_None
16,1,26,0,0,0,0,1,Month-to-Month,1,50.69651741,1,1,None,internet_type_DSL
17,1,52,1,0,1,1,0,Month-to-Month,0,66.76616915,1,1,offer_Offer C,None
57,1,11,0,1,0,1,1,Two-Year,1,95.47263682,3,1,offer_Offer B,internet_type_Fiber Optic
9,1,15,0,1,1,0,1,Month-to-Month,1,105.9701493,3,1,offer_Offer C,internet_type_Fiber Optic
51,1,27,0,0,0,0,1,Month-to-Month,1,75.72139303,3,1,None,internet_type_Fiber Optic
62,1,10,0,1,0,0,1,Month-to-Month,1,101.5422886,2,1,None,internet_type_Fiber Optic
18,0,7,1,0,0,0,1,One-Year,1,71.5920398,1,1,offer_Offer B,internet_type_DSL
60,0,52,0,1,1,1,1,One-Year,1,106.9651741,2,1,None,internet_type_Fiber Optic
19,1,46,1,0,1,1,0,One-Year,1,87.36318408,1,1,offer_Offer C,None
56,0,30,0,0,1,0,1,Month-to-Month,1,75.37313433,1,1,offer_Offer E,internet_type_Fiber Optic
43,1,24,1,1,1,0,1,Two-Year,1,110.7462687,1,1,offer_Offer B,internet_type_Fiber Optic
31,1,82,0,1,0,0,1,Month-to-Month,1,101.5422886,1,1,offer_Offer C,internet_type_Fiber Optic
38,0,26,0,1,0,0,1,Month-to-Month,1,75.52238806,3,1,None,internet_type_Fiber Optic
31,1,6,0,0,1,0,1,Month-to-Month,1,102.8855721,3,1,offer_Offer E,internet_type_Fiber Optic
11,0,69,1,0,1,0,0,One-Year,1,57.51243781,1,1,None,None
35,0,28,0,0,0,0,1,Month-to-Month,0,47.36318408,1,1,None,internet_type_DSL
58,0,29,0,1,0,0,1,Month-to-Month,0,76.41791045,1,1,None,internet_type_Fiber Optic
51,0,11,0,0,0,0,1,Month-to-Month,0,81.5920398,1,1,offer_Offer E,internet_type_Fiber Optic
34,1,11,0,1,1,1,1,One-Year,1,110.5472637,1,1,None,internet_type_Fiber Optic
55,0,30,0,0,0,0,1,Month-to-Month,0,36.86567164,1,1,offer_Offer E,internet_type_DSL
9,0,30,0,0,0,0,1,Month-to-Month,0,80.24875622,3,1,offer_Offer E,internet_type_Fiber Optic
51,1,25,0,1,1,0,0,Month-to-Month,1,107.7114428,1,1,offer_Offer B,internet_type_Fiber Optic
11,0,3,1,0,0,0,1,Month-to-Month,0,50.99502488,1,1,None,internet_type_DSL
54,0,10,0,0,0,0,1,Month-to-Month,1,91.5920398,1,1,None,internet_type_Fiber Optic
64,1,5,0,0,0,0,1,Month-to-Month,1,94.92537313,2,1,offer_Offer E,internet_type_Fiber Optic
25,0,21,0,0,0,0,1,Month-to-Month,1,82.28855721,1,1,None,internet_type_Fiber Optic
56,1,30,0,0,0,0,1,One-Year,1,83.48258706,2,1,offer_Offer B,internet_type_Fiber Optic
61,0,0,0,0,0,0,0,Month-to-Month,1,22.28855721,1,1,offer_Offer E,internet_type_None
26,0,10,0,0,0,0,1,Month-to-Month,0,80.09950249,1,1,offer_Offer E,internet_type_Fiber Optic
4,0,11,0,0,0,0,1,Month-to-Month,1,44.52736318,1,1,offer_Offer E,None
47,0,52,1,0,0,1,1,Month-to-Month,0,35.92039801,1,1,offer_Offer E,None
13,0,48,1,0,1,1,1,Month-to-Month,0,60.04975124,1,1,offer_Offer E,None
65,1,58,0,1,1,0,1,Month-to-Month,1,106.6169154,1,1,offer_Offer E,internet_type_Fiber Optic
50,1,30,0,0,0,0,1,Month-to-Month,1,75.32338308,1,1,None,internet_type_Fiber Optic
48,1,0,0,0,0,0,0,Two-Year,0,26.46766169,3,1,offer_Offer C,internet_type_None
50,0,9,0,0,0,0,1,Month-to-Month,1,26.16915423,1,1,offer_Offer E,internet_type_DSL
26,1,13,0,1,1,0,0,Month-to-Month,1,107.0149254,3,1,offer_Offer C,internet_type_Fiber Optic
58,0,7,0,0,0,0,1,Month-to-Month,1,25.97014925,1,1,offer_Offer E,internet_type_DSL
12,1,4,0,0,0,0,1,Month-to-Month,1,77.960199,3,1,None,internet_type_Fiber Optic
36,1,4,0,1,0,1,1,Month-to-Month,1,94.87562189,2,1,offer_Offer E,internet_type_Fiber Optic
47,0,5,1,0,0,0,1,Month-to-Month,1,76.3681592,1,1,offer_Offer C,internet_type_Fiber Optic
35,1,0,0,0,0,0,0,Month-to-Month,1,25.77114428,2,1,None,internet_type_None
24,0,5,0,1,0,0,1,Month-to-Month,0,52.13930348,1,1,None,internet_type_DSL
66,1,27,0,1,0,0,1,Month-to-Month,1,101.8905473,2,1,None,internet_type_Fiber Optic
48,0,0,0,0,0,0,0,Month-to-Month,1,22.23880597,1,1,None,internet_type_None
28,0,29,0,0,1,0,1,Month-to-Month,1,76.26865672,1,1,None,internet_type_Fiber Optic
32,0,10,0,0,0,0,1,Month-to-Month,1,26.16915423,3,1,None,internet_type_DSL
31,0,52,0,0,0,0,1,Month-to-Month,1,72.48756219,1,1,None,internet_type_Fiber Optic
62,0,25,0,1,0,0,1,Month-to-Month,1,52.18905473,1,1,None,None
4,1,19,0,0,1,1,1,Month-to-Month,1,86.26865672,2,1,offer_Offer B,internet_type_Fiber Optic
56,0,51,0,0,0,0,1,Month-to-Month,0,67.21393035,1,1,None,internet_type_DSL
38,0,3,0,0,0,0,1,Month-to-Month,0,71.99004975,2,1,None,internet_type_Fiber Optic
17,1,21,0,1,1,0,1,Month-to-Month,1,96.21890547,3,1,None,internet_type_Fiber Optic
46,0,0,0,0,0,0,0,Month-to-Month,0,21.49253731,3,1,None,internet_type_None
64,0,19,1,1,0,0,1,Month-to-Month,1,66.96517413,1,1,None,None
35,0,17,1,0,1,1,1,One-Year,1,69.00497512,1,1,None,None
1,0,59,0,0,0,0,1,Month-to-Month,1,71.09452736,1,1,None,internet_type_Fiber Optic
49,1,10,1,0,1,1,1,One-Year,0,85.77114428,2,1,offer_Offer B,None
46,0,59,0,0,0,0,0,Month-to-Month,0,79.50248756,1,1,None,internet_type_Fiber Optic
25,1,28,0,0,0,0,1,Month-to-Month,0,75.07462687,1,1,None,internet_type_Fiber Optic
31,1,12,0,0,0,0,1,Month-to-Month,1,76.21890547,2,1,offer_Offer E,internet_type_Fiber Optic
63,0,0,0,0,0,0,0,Month-to-Month,1,21.94029851,1,1,offer_Offer E,internet_type_None
55,0,73,0,0,0,0,1,Month-to-Month,1,26.76616915,1,1,offer_Offer E,None
26,0,59,0,1,0,0,0,Month-to-Month,1,40.94527363,1,1,offer_Offer B,internet_type_DSL
34,0,0,0,0,0,0,0,Month-to-Month,1,21.99004975,2,1,offer_Offer E,internet_type_None
49,0,53,0,0,0,0,1,Month-to-Month,1,25.62189055,3,1,None,internet_type_DSL
38,0,23,0,0,1,0,1,Month-to-Month,1,86.86567164,2,1,offer_Offer E,internet_type_Fiber Optic
33,1,59,0,1,0,0,1,One-Year,0,101.2437811,3,1,offer_Offer B,internet_type_Fiber Optic
62,1,22,0,0,0,0,1,Month-to-Month,1,86.21890547,1,1,offer_Offer C,internet_type_Fiber Optic
29,1,12,0,0,0,0,1,Month-to-Month,1,76.66666667,2,1,offer_Offer C,internet_type_Fiber Optic
23,0,25,0,1,0,0,0,Two-Year,0,50.94527363,1,1,None,None
21,1,11,0,0,0,0,1,Month-to-Month,1,76.3681592,1,1,None,internet_type_Fiber Optic
64,0,26,0,1,1,0,1,Month-to-Month,1,102.5870647,3,1,None,internet_type_Fiber Optic
64,0,0,0,0,0,0,0,Month-to-Month,1,20.69651741,3,1,offer_Offer E,internet_type_None
25,0,10,0,0,0,1,1,Month-to-Month,0,30.29850746,2,1,None,internet_type_DSL
45,1,19,1,0,0,1,1,Month-to-Month,1,97.56218905,1,1,None,internet_type_Fiber Optic
59,1,76,0,0,1,1,1,One-Year,1,105.4726368,1,1,offer_Offer B,internet_type_Fiber Optic
53,0,22,0,0,0,0,1,Month-to-Month,0,91.99004975,1,1,offer_Offer E,internet_type_Fiber Optic
56,0,12,0,0,0,1,1,Month-to-Month,1,52.3880597,2,1,offer_Offer E,internet_type_DSL
31,1,11,0,1,0,0,0,Month-to-Month,1,91.44278607,3,1,offer_Offer E,internet_type_Fiber Optic
7,1,29,0,0,0,0,1,Month-to-Month,1,77.31343284,2,1,offer_Offer E,internet_type_Fiber Optic
3,0,11,0,0,0,0,1,Month-to-Month,1,70,3,1,offer_Offer E,internet_type_Fiber Optic
6,0,30,1,0,0,0,1,Month-to-Month,1,74.97512438,1,1,None,internet_type_Fiber Optic
59,0,46,0,0,0,0,1,Month-to-Month,1,71.44278607,3,1,offer_Offer E,internet_type_Fiber Optic
34,0,26,0,0,1,0,1,Month-to-Month,1,71.54228856,1,1,None,internet_type_DSL
17,1,14,0,1,1,0,1,Month-to-Month,1,95.37313433,1,1,None,internet_type_Fiber Optic
12,0,30,1,1,1,0,0,Month-to-Month,0,62.68656716,1,1,offer_Offer D,internet_type_DSL
23,1,12,1,1,0,0,1,Month-to-Month,1,85.87064677,1,1,None,internet_type_Fiber Optic
53,1,82,0,0,1,0,1,One-Year,1,76.76616915,3,1,offer_Offer D,None
46,0,0,0,0,0,0,0,Month-to-Month,1,21.34328358,3,1,offer_Offer E,internet_type_None
34,1,21,1,1,0,1,0,One-Year,0,103.3333333,1,1,offer_Offer B,internet_type_Fiber Optic
23,1,9,1,1,1,0,1,Month-to-Month,0,91.5920398,1,1,offer_Offer D,internet_type_Fiber Optic
35,1,0,0,0,0,0,0,Two-Year,1,26.86567164,3,1,offer_Offer B,internet_type_None
21,1,12,0,0,0,1,1,Month-to-Month,1,81.29353234,1,1,None,internet_type_Fiber Optic
57,0,26,0,1,0,0,1,Month-to-Month,1,51.19402985,1,1,offer_Offer E,None
15,1,21,0,0,1,0,1,Month-to-Month,0,93.23383085,1,1,None,internet_type_Fiber Optic
32,0,12,0,0,0,1,0,Month-to-Month,0,41.74129353,1,1,None,internet_type_DSL
65,0,29,0,0,0,0,1,Month-to-Month,1,91.19402985,1,1,offer_Offer D,internet_type_Fiber Optic
22,1,82,1,0,1,1,1,Month-to-Month,0,73.73134328,1,1,None,internet_type_DSL
47,0,19,0,1,0,0,1,Month-to-Month,1,41.74129353,2,1,None,internet_type_DSL
35,0,15,0,0,0,0,0,Month-to-Month,0,80.99502488,2,1,None,internet_type_Fiber Optic
31,1,14,0,0,0,0,1,One-Year,0,85.47263682,2,1,None,internet_type_Fiber Optic
54,0,3,0,0,0,0,1,Month-to-Month,1,90.49751244,2,1,None,internet_type_Fiber Optic
14,1,12,1,0,1,0,1,Month-to-Month,0,95.77114428,1,1,offer_Offer D,None
